resolver,3
responsable,3
rico,3
rifa,3
ritmo,3
sabemos,3
saben,3
sacas,3
salga,3
salud,3
saludos,3
sano,3
sean,3
seas,3
sección,3
seguido,3
sentí,3
septiembre,3
señal,3
sido,3
sigas,3
significa,3
siguen,3
siiiiii,3
silla,3
simoooon,3
simplemente,3
siscom,3
sistemas,3
sobra,3
suba,3
subiendo,3
subirlo,3
suena,3
sueño,3
tardan,3
tardo,3
teníamos,3
terminar,3
tiempos,3
todavia,3
toma,3
toque,3
total,3
trae,3
trajo,3
tranki,3
transferencia,3
tratando,3
trato,3
tráfico,3
turi,3
tutorial,3
tuuuu,3
tuyo,3
uer,3
unidad,3
unir,3
universitario,3
uri,3
usa,3
usando,3
vaaaaaa,3
vaaaaaaa,3
vaina,3
valer,3
valles,3
valor,3
valores,3
vavavavva,3
vavavvava,3
vavavvavava,3
velocidad,3
venta,3
verdeeee,3
verás,3
vine,3
vio,3
virtual,3
virus,3
vivo,3
voltaje,3
voto,3
vrga,3
vrrrga,3
vuelvo,3
wacho,3
word,3
work,3
xdxdxd,3
xf,3
xfas,3
yendo,3
youtube,3
ª,3
échale,3
únicos,3
útiles,3
😖,3
🤗,3
🧐,3
🫣,3
🫨,3
000,2
137180104128301435,2
14,2
16,2
17,2
18,2
31,2
38,2
43,2
45,2
5215573764146,2
54720,2
55,2
62,2
863,2
aaaaaa,2
abdielk,2
abiertas,2
aca,2
acabar,2
acabé,2
accidente,2
aceleración,2
aceptó,2
acerca,2
acostado,2
actitud,2
actualizaciones,2
actualizar,2
adjuntar,2
adrián,2
again,2
agarrar,2
agradesco,2
agrega,2
ahueeeeevo,2
aiuda,2
akaaaa,2
alaaaaaaaaaa,2
alaaaaaaaaaaaa,2
alaaaaaaaaaaaaaa,2
alas,2
alejandra,2
almacenamiento,2
alto,2
amiga,2
amigo,2
amor,2
andabas,2
andaremos,2
anterior,2
antoja,2
anuncio,2
apaaaaaa,2
aparecer,2
aplicar,2
aplicaste,2
aplicó,2
apoyar,2
apoyarte,2
app,2
aprende,2
aprender,2
aprovecha,2
apunto,2
arancita,2
archivos,2
arcoseno,2
arma,2
arme,2
arreglar,2
arreglarlo,2
astrazeneca,2
ataque,2
atenta,2
atrasado,2
atrás,2
audífonos,2
avance,2
avisarle,2
avise,2
ay,2
ayudan,2
ayudará,2
ayude,2
ayudo,2
azul,2
azules,2
b,2
bajar,2
bajes,2
banamex,2
bancomer,2
barba,2
bastante,2
batalla,2
bañarme,2
beneficiario,2
biblioteca,2
bistec,2
bloque,2
bloquees,2
blowjobs,2
boletos,2
borró,2
bosques,2
break,2
broooooo,2
broouu,2
bros,2
buscaron,2
búscalo,2
c90,2
cabeceo,2
cabeza,2
cabron,2
caer,2
cajero,2
calamidad,2
calculo,2
calificación,2
cama,2
cambia,2
cambió,2
campeón,2
canceló,2
cansado,2
cansando,2
cantar,2
cantidad,2
cargo,2
caro,2
carreras,2
casilla,2
casillas,2
casillero,2
cayó,2
cañón,2
celular,2
cemento,2
chaaa,2
chaaaaale,2
chaaale,2
chaaalesnt,2
chakalonas,2
chamarra,2
champaña,2
champañas,2
champañitas,2
chanzon,2
chavos,2
che,2
checada,2
checalo,2
checando,2
cheque,2
chetos,2
chidillo,2
chingando,2
chingona,2
chingue,2
chuerk,2
chulas,2
ciencias,2
citar,2
ciudad,2
clave,2
cliente,2
coach,2
cobrando,2
cobrar,2
cobros,2
codigo,2
coincidimos,2
colombia,2
colonia,2
comentamos,2
comentarios,2
comentarle,2
comiendo,2
comipems,2
compartida,2
compartimiento,2
compartimos,2
compartió,2
complicado,2
compraron,2
compras,2
compraste,2
comprendo,2
comunicación,2
condiciones,2
conectado,2
conectar,2
confianza,2
confirmación,2
confirmaron,2
conforme,2
confundiendo,2
confundí,2
confuso,2
conocía,2
conseguí,2
consejo,2
constancia,2
constante,2
contenido,2
contestaciones,2
contestaste,2
contraseñas,2
contó,2
convivio,2
coordina,2
corazón,2
corre,2
correcto,2
corresponde,2
corrieron,2
cosillas,2
costando,2
covid,2
cp,2
crema,2
cuadraba,2
cuadrar,2
cuantas,2
cuautitlan,2
cuento,2
cuestionario,2
cuidese,2
curso,2
cuántas,2
cuántos,2
cálculos,2
dandole,2
decías,2
defender,2
dejame,2
dejan,2
dejen,2
dejes,2
demasiaaaado,2
demasiada,2
demostrar,2
demostró,2
demuestro,2
denso,2
dependencias,2
depocitar,2
derecha,2
derecho,2
desbloqueado,2
descanse,2
descubrí,2
descuentos,2
desocupo,2
desordenado,2
despertar,2
despierta,2
despiertas,2
despues,2
detalles,2
diablo,2
dickasos,2
diferencia,2
diferenciales,2
dijeran,2
dirección,2
disco,2
disfrutes,2
distribución,2
dolió,2
dolía,2
dormiré,2
dormiste,2
duermo,2
duran,2
echarle,2
edgardo,2
eeeeeee,2
efectivo,2
ei,2
empieza,2
encuentra,2
enferma,2
enfrentar,2
enfrente,2
enserio,2
enseñado,2
enseñe,2
entero,2
entiende,2
entra,2
entras,2
entregan,2
entrenamiento,2
entrenando,2
entré,2
enunciado,2
enviando,2
envié,2
envíe,2
equipos,2
equivoqué,2
escribas,2
escribientes,2
escritura,2
escuchaba,2
escupo,2
espantado,2
especificaciones,2
esperaba,2
espere,2
estación,2
estados,2
estando,2
estes,2
estupido,2
estuvieron,2
examenes,2
exis,2
existe,2
experiencia,2
explica,2
explota,2
extragrande,2
extrañan,2
eyy,2
fa,2
face,2
fachero,2
fallando,2
fallas,2
falto,2
familiares,2
famosa,2
fan,2
favores,2
febrero,2
fiebre,2
fierro,2
fortuna,2
frase,2
fresco,2
frío,2
fucker,2
fuente,2
funcionó,2
fáciles,2
gallo,2
ganitas,2
gasta,2
golpes,2
good,2
gpei,2
grabó,2
gratis,2
grito,2
groserías,2
grupos,2
guapoo,2
gustas,2
gustavo,2
gym,2
habla,2
hablaste,2
habían,2
hacia,2
hacker,2
hagan,2
hagas,2
haré,2
haría,2
hazle,2
hazlo,2
headphones,2
hemos,2
hicieron,2
hidalgo,2
hijai,2
horita,2
horitas,2
html,2
"https://maps.google.com/?q=19.6289898,-99.2269664",2
https://ubicatucasilla.ine.mx/,2
ideas,2
ido,2
ieee,2
igualita,2
iiiiiira,2
iiiiiiraaa,2
imagen,2
imaginaba,2
imprevisto,2
incómodo,2
individual,2
industria,2
ine,2
instructivo,2
integrar,2
intento,2
intenté,2
interesante,2
internacional,2
intervalo,2
inversas,2
investigación,2
invitar,2
irme,2
iré,2
isabel,2
jabón,2
jajajajajaj,2
jajajajajajjaja,2
jajajajajjajaja,2
jajajajakjaa,2
jajajajjajajaja,2
jajajjajaa,2
jajajjajaj,2
jajajjajajaj,2
jajajjajajajja,2
jajajjq,2
jajaka,2
jajjajaa,2
jala,2
janeeeeeeth,2
jeejeje,2
jefeeee,2
jefeeeee,2
jejejjeje,2
jejje,2
jerry,2
jjaja,2
jose,2
jsjsjjs,2
juan,2
juntaron,2
juntes,2
juntó,2
justificar,2
jóvenes,2
k,2
ladito,2
lanzar,2
lanzo,2
latas,2
learning,2
leerlo,2
legal,2
lei,2
letras,2
levantar,2
leí,2
leía,2
leído,2
limite,2
limones,2
limpio,2
liquidez,2
listas,2
listooo,2
lit,2
literal,2
llave,2
llaves,2
llenes,2
llevado,2
llevamos,2
llevaste,2
llevó,2
lloro,2
lloré,2
llévate,2
locaaaa,2
logica,2
logres,2
loquillo,2
lágrimas,2
lánzate,2
maaaa,2
machine,2
macoco,2
maestra,2
mala,2
maldito,2
mamador,2
mamaste,2
mamó,2
manchessss,2
mandamos,2
manden,2
mandes,2
mandárselo,2
mano,2
manos,2
marcar,2
mariana,2
marque,2
marta,2
marzo,2
master,2
materia,2
mañanas,2
medicamentos,2
medida,2
mejores,2
memes,2
mental,2
mera,2
mercados,2
mesa,2
metes,2
metodo,2
metí,2
mexicanos,2
mide,2
miel,2
miercoles,2
miguel,2
militar,2
milka,2
mismas,2
mismos,2
modelos,2
modificaciones,2
modifiqué,2
molestas,2
molestándote,2
montón,2
mood,2
morelos,2
mostrar,2
mother,2
moto,2
moviendo,2
movimiento,2
mr,2
mts,2
muero,2
muertos,2
mándale,2
mías,2
nadamas,2
narcisista,2
necesitan,2
nervioso,2
nesecita,2
nesecitado,2
nesecitas,2
nesecitaste,2
noamches,2
nocierto,2
noooooo,2
noooooooooo,2
noticias,2
nuevamente,2
nuevas,2
objetivo,2
obtener,2
obviamente,2
obvio,2
ocupados,2
ocupar,2
ocurrió,2
of,2
oferta,2
ofrece,2
ofrecen,2
ofrecer,2
ogt,2
oh,2
oieeee,2
